,,,State,Turnout Rates,,,Numerators,,Denominators,,VEP Components (Modifications to VAP to Calculate VEP),,,,,
Year,ICPSR State Code,Alphanumeric State Code,,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
1988,5,40,Rhode Island,0.5760,0.5610,0.5250,415963,404620,721773,771407,0.0550,1906,9824,442,7260,
1988,48,41,South Carolina,0.4250,0.4020,0.3940,1041846,986009,2453644,2504635,0.0080,13888,26260,3626,30644,
1988,37,42,South Dakota,,0.6340,0.6290,,312991,494034,497633,0.0050,1020,0,0,1020,
1988,54,43,Tennessee,,0.4610,0.4530,,1636250,3551452,3609081,0.0070,7732,28282,9529,31402,
1988,49,44,Texas,,0.5010,0.4570,,5427410,10833436,11877787,0.0660,40437,288906,77827,262717,
1988,67,45,Utah,0.6340,0.6200,0.6050,661546,647008,1043170,1069800,0.0250,0,0,0,0,
1988,6,46,Vermont,0.6670,0.6010,0.5920,270148,243328,404795,411136,0.0150,0,0,0,0,
1988,40,47,Virginia,,0.4980,0.4790,,2191609,4396900,4571637,0.0320,14184,17945,6576,29733,
1988,73,48,Washington,0.5860,0.5680,0.5380,1923043,1865253,3282173,3465082,0.0390,5816,64257,10745,48690,
1988,56,49,West Virginia,,0.4850,0.4810,,653311,1347692,1358249,0.0040,1455,4811,807,4668,
1988,25,50,Wisconsin,,0.6280,0.6160,,2191608,3489742,3558322,0.0130,6353,26305,4128,23634,
1988,68,51,Wyoming,0.5920,0.5600,0.5510,186417,176551,315073,320695,0.0100,945,2186,333,2371,
1986,0,0,United States,0.0000,0.3810,0.3650,,64991128,170396029,177922330,0.0470,535547,1177814,242663,1367117,2216053
1986,41,1,Alabama,,0.4310,0.4250,,1236230,2869652,2911819,0.0060,11710,21371,3038,25434,
1986,81,2,Alaska,0.5190,0.5140,0.4960,182526,180801,351841,364871,0.0250,2460,2885,119,4022,
1986,61,3,Arizona,0.3840,0.3740,0.3530,889668,866984,2319046,2452624,0.0460,9434,20283,2034,21610,
1986,42,4,Arkansas,,0.4140,0.4080,,695487,1681564,1706578,0.0060,4701,12700,4023,15074,
1986,71,5,California,0.4440,0.4340,0.3680,7617142,7443551,17166275,20222886,0.1470,59484,0,33172,92656,
1986,62,6,Colorado,0.4750,0.4590,0.4470,1096867,1060765,2309652,2372880,0.0240,3804,0,1827,5631,
1986,1,7,Connecticut,0.4370,0.4240,0.4010,1025605,993692,2344327,2479722,0.0430,6905,41304,603,28160,
1986,11,8,Delaware,0.3630,0.3530,0.3410,165563,160757,455609,470828,0.0160,2833,7985,978,7804,
1986,55,9,District of Columbia,0.2880,0.2830,0.2590,134158,131802,465993,508553,0.0650,6618,0,2980,9598,
1986,43,10,Florida,,0.4090,0.3750,,3429996,8384015,9158241,0.0730,32237,139859,3478,105645,
1986,44,11,Georgia,,0.2850,0.2750,,1224948,4300049,4450093,0.0150,16922,109485,10421,82086,
1986,82,12,Hawaii,0.4810,0.4670,0.4310,344416,334115,715459,775534,0.0750,2180,0,0,2180,
1986,63,13,Idaho,0.5930,0.5840,0.5720,392909,387426,663126,677205,0.0190,1448,0,0,1448,
1986,21,14,Illinois,0.4200,0.3970,0.3770,3322657,3144185,7912733,8343755,0.0490,19456,0,0,19456,
1986,22,15,Indiana,0.4110,0.3940,0.3900,1619005,1555505,3943714,3990379,0.0090,10175,0,0,10175,
1986,31,16,Iowa,0.4560,0.4510,0.4440,922094,910623,2020678,2049547,0.0090,2777,12584,1929,10998,
1986,32,17,Kansas,,0.4780,0.4700,,840605,1757001,1788426,0.0150,5345,0,0,5345,
1986,51,18,Kentucky,,0.2550,0.2520,,677280,2661218,2687605,0.0050,5288,6841,3370,12079,
1986,45,19,Louisiana,,0.4540,0.4460,,1369897,3014498,3069021,0.0130,14300,0,0,14300,
1986,2,20,Maine,,0.4970,0.4900,,426861,858200,870604,0.0140,0,0,0,0,
1986,52,21,Maryland,0.3610,0.3460,0.3270,1161136,1112637,3216833,3401061,0.0380,13326,69134,7494,55387,
1986,3,22,Massachusetts,0.4110,0.3890,0.3690,1777276,1684079,4326264,4560556,0.0510,0,0,0,0,
1986,23,23,Michigan,0.3780,0.3680,0.3590,2468009,2396564,6520661,6674856,0.0200,20742,0,0,20742,
1986,33,24,Minnesota,0.4820,0.4680,0.4580,1456579,1415989,3024070,3089544,0.0140,2462,38901,1437,23350,
1986,46,25,Mississippi,,0.2940,0.2900,,523563,1782721,1804699,0.0050,6747,6458,3454,13430,
1986,34,26,Missouri,,0.4040,0.3970,,1477327,3655213,3717988,0.0080,10309,33819,5229,32448,
1986,64,27,Montana,0.5710,0.5560,0.5500,326436,317862,572113,577604,0.0080,1111,0,0,1111,
1986,35,28,Nebraska,0.5150,0.5030,0.4950,577916,564422,1123099,1141336,0.0090,2044,11265,304,7981,
1986,65,29,Nevada,0.3780,0.3740,0.3510,264365,261932,700192,747283,0.0510,4551,5518,1529,8839,
1986,4,30,New Hampshire,0.3380,0.3300,0.3240,257410,250966,760526,775686,0.0190,782,0,0,782,
1986,12,31,New Jersey,0.3040,0.2880,0.2670,1639330,1553544,5396487,5819614,0.0640,12020,51359,14064,51764,
1986,66,32,New Mexico,0.4140,0.4000,0.3850,408621,394833,987220,1026160,0.0320,2416,4175,1147,5651,
1986,13,33,New York,0.3650,0.3500,0.3180,4481718,4293971,12263480,13512043,0.0870,38449,0,29325,67774,
1986,47,34,North Carolina,,0.3420,0.3350,,1591330,4653016,4749053,0.0100,17698,58644,3322,50342,
1986,36,35,North Dakota,0.6230,0.6100,0.6050,295177,289013,473962,477812,0.0070,421,0,0,421,
1986,24,36,Ohio,0.4660,0.4010,0.3960,3628870,3121189,7781083,7891503,0.0110,22463,0,0,22463,
1986,53,37,Oklahoma,0.4080,0.3970,0.3880,934447,909925,2290182,2343190,0.0130,9708,22740,1670,22748,
1986,72,38,Oregon,0.5640,0.5490,0.5320,1088086,1059630,1928782,1990233,0.0280,4770,0,0,4770,
1986,14,39,Pennsylvania,,0.3840,0.3780,,3388275,8820459,8955720,0.0130,15201,0,0,15201,
1986,5,40,Rhode Island,0.4540,0.4300,0.4040,322724,305663,711034,756297,0.0520,1358,8174,453,5898,
1986,48,41,South Carolina,0.3190,0.3150,0.3090,763493,753751,2393329,2437430,0.0080,11676,21110,3066,25297,
1986,37,42,South Dakota,,0.6010,0.5970,,295830,492333,495833,0.0050,1081,0,0,1081,
1986,54,43,Tennessee,,0.3480,0.3430,,1210339,3478867,3532177,0.0070,7591,26291,8600,29337,
1986,49,44,Texas,,0.3190,0.2930,,3442368,10786533,11732625,0.0600,38534,290074,57509,241080,
1986,67,45,Utah,0.4350,0.4250,0.4150,445499,435111,1024337,1049339,0.0240,0,0,0,0,
1986,6,46,Vermont,0.5430,0.5050,0.4970,211709,196716,389843,396034,0.0160,0,0,0,0,
1986,40,47,Virginia,,0.2910,0.2810,,1233611,4240797,4394143,0.0290,12930,17126,5767,27260,
1986,73,48,Washington,0.4310,0.4240,0.4040,1358160,1337367,3151152,3310457,0.0360,6603,49663,7666,39101,
1986,56,49,West Virginia,0.3280,0.2990,0.2970,449249,410131,1370305,1380916,0.0040,1472,4241,968,4561,
1986,25,50,Wisconsin,,0.4450,0.4370,,1526960,3432034,3495584,0.0120,5736,24648,3854,21914,
1986,68,51,Wyoming,0.5130,0.5010,0.4930,168615,164720,328971,334385,0.0100,861,1840,337,2118,
1984,0,0,United States,0.0000,0.5520,0.5330,,92652680,167701904,173994610,0.0430,454092,1012936,204686,1165246,2360867
1984,41,1,Alabama,,0.5090,0.5030,,1441713,2831099,2867180,0.0050,10482,16338,2194,20845,
1984,81,2,Alaska,0.6210,0.6050,0.5860,213173,207605,343030,354410,0.0230,1967,2064,147,3146,
1984,61,3,Arizona,0.4890,0.4770,0.4530,1051339,1025897,2151391,2263826,0.0420,7845,16687,1660,17849,
1984,42,4,Arkansas,,0.5300,0.5230,,884406,1668136,1689480,0.0050,4482,8238,3463,12064,
1984,71,5,California,0.5890,0.5720,0.4930,9796375,9505423,16618345,19270739,0.1340,43197,0,30645,73842,
1984,62,6,Colorado,0.5920,0.5710,0.5570,1343437,1295380,2267668,2325829,0.0230,3231,0,1709,4940,
1984,1,7,Connecticut,0.6480,0.6380,0.6030,1490946,1466900,2300533,2431057,0.0410,5718,46681,868,29927,
1984,11,8,Delaware,0.5840,0.5750,0.5590,258182,254572,442354,455312,0.0150,2202,6373,830,6219,
1984,55,9,District of Columbia,0.4650,0.4480,0.4180,219193,211288,471669,505550,0.0580,4521,0,0,4521,
1984,43,10,Florida,,0.5240,0.4830,,4180051,7976805,8656427,0.0680,26914,118318,5661,91734,
1984,44,11,Georgia,,0.4310,0.4190,,1776120,4119852,4243165,0.0130,15404,90057,7246,67679,
1984,82,12,Hawaii,0.5030,0.4840,0.4470,349253,335846,694187,750909,0.0730,1965,0,0,1965,
1984,63,13,Idaho,0.6370,0.6200,0.6080,421935,411144,662771,675772,0.0170,1253,0,0,1253,
1984,21,14,Illinois,0.6270,0.6080,0.5790,4969352,4819088,7922605,8327065,0.0470,17114,0,0,17114,
1984,22,15,Indiana,0.5790,0.5700,0.5640,2268493,2233069,3916362,3960870,0.0090,9328,0,0,9328,
1984,31,16,Iowa,0.6510,0.6410,0.6330,1339886,1319805,2057482,2084995,0.0080,2836,11924,1662,10460,
1984,32,17,Kansas,,0.5840,0.5740,,1021991,1751223,1779487,0.0130,4244,0,0,4244,
1984,51,18,Kentucky,,0.5180,0.5120,,1369345,2643027,2672424,0.0050,4820,15004,3567,15889,
1984,45,19,Louisiana,,0.5650,0.5560,,1706822,3019930,3072074,0.0130,13659,0,0,13659,
1984,2,20,Maine,,0.6580,0.6490,,553144,840251,852022,0.0140,0,0,0,0,
1984,52,21,Maryland,0.5450,0.5380,0.5110,1695924,1675873,3113967,3278321,0.0340,13124,64827,7046,52584,
1984,3,22,Massachusetts,0.6070,0.5990,0.5700,2595054,2559453,4273437,4486676,0.0480,0,0,0,0,
1984,23,23,Michigan,0.6060,0.5930,0.5800,3884854,3801658,6407156,6550877,0.0200,14604,0,0,14604,
1984,33,24,Minnesota,0.7090,0.6990,0.6860,2115317,2084449,2982015,3039490,0.0130,2167,31440,1418,19305,
1984,46,25,Mississippi,,0.5330,0.5270,,941104,1766654,1787243,0.0050,6115,6570,3108,12508,
1984,34,26,Missouri,,0.5870,0.5780,,2122783,3617948,3671506,0.0080,8770,23574,4366,24923,
1984,64,27,Montana,0.6820,0.6640,0.6580,395006,384377,578925,584162,0.0070,964,0,0,964,
1984,35,28,Nebraska,0.5910,0.5750,0.5660,670781,652090,1135012,1152310,0.0090,1665,10763,361,7408,
1984,65,29,Nevada,0.4480,0.4360,0.4110,294413,286667,656862,697185,0.0470,3488,5226,1187,7288,
1984,4,30,New Hampshire,0.5660,0.5410,0.5310,406608,388904,718967,732480,0.0180,581,0,0,581,
1984,12,31,New Jersey,0.6050,0.6050,0.5650,3215941,3217862,5318696,5699440,0.0590,10363,44208,12206,44673,
1984,66,32,New Mexico,0.5460,0.5380,0.5190,522328,514370,956246,990632,0.0290,2129,3926,1194,5286,
1984,13,33,New York,0.5720,0.5560,0.5090,7000828,6806810,12232120,13373558,0.0810,33109,0,24212,57321,
1984,47,34,North Carolina,,0.4820,0.4730,,2175361,4512013,4598151,0.0090,16371,52600,3892,46563,
1984,36,35,North Dakota,0.6720,0.6400,0.6350,324179,308971,482655,486449,0.0070,432,0,0,432,
1984,24,36,Ohio,0.6030,0.5880,0.5800,4664223,4547619,7732456,7836806,0.0110,18619,0,0,18619,
1984,53,37,Oklahoma,0.5550,0.5400,0.5290,1290555,1255676,2324445,2373014,0.0120,7872,18809,1880,19157,
1984,72,38,Oregon,0.6640,0.6430,0.6250,1265824,1226527,1906880,1962501,0.0260,4224,0,0,4224,
1984,14,39,Pennsylvania,,0.5510,0.5430,,4844903,8790815,8918353,0.0130,13090,0,0,13090,
1984,5,40,Rhode Island,0.6060,0.5880,0.5550,422851,410492,697537,739064,0.0490,1221,7147,394,5189,
1984,48,41,South Carolina,0.4370,0.4160,0.4090,1018701,968529,2329080,2368236,0.0070,9892,17043,3441,21855,
1984,37,42,South Dakota,,0.6430,0.6380,,317867,494651,497849,0.0050,921,0,0,921,
1984,54,43,Tennessee,,0.5010,0.4940,,1711994,3415760,3463234,0.0060,7307,23598,6524,25630,
1984,49,44,Texas,,0.5100,0.4740,,5397571,10582774,11397758,0.0540,36682,235568,40783,195249,
1984,67,45,Utah,0.6430,0.6300,0.6160,641846,629656,998820,1022083,0.0230,0,0,0,0,
1984,6,46,Vermont,0.6160,0.6150,0.6050,235140,234561,381479,387620,0.0160,0,0,0,0,
1984,40,47,Virginia,,0.5240,0.5070,,2146635,4100160,4234017,0.0260,10839,16690,5986,25170,
1984,73,48,Washington,0.6290,0.6130,0.5860,1931546,1883910,3072714,3213263,0.0340,6821,39181,5253,31665,
1984,56,49,West Virginia,,0.5290,0.5250,,735742,1391427,1401733,0.0040,1579,3597,724,4102,
1984,25,50,Wisconsin,,0.6490,0.6380,,2211689,3409202,3468053,0.0110,4974,22426,3853,20040,
1984,68,51,Wyoming,0.5790,0.5580,0.5490,196153,188968,338733,343957,0.0100,724,1708,352,1930,
1982,0,0,United States (Excl. Louisiana),0.0000,0.4210,0.4070,,67615576,160466919,166027633,0.0400,399102,789951,165559,959637,1981895
1982,41,1,Alabama,,0.4060,0.4010,,1128725,2780689,2813033,0.0050,9233,14229,2266,18614,
1982,81,2,Alaska,0.6490,0.6340,0.6150,199458,194885,307558,316787,0.0220,1322,1816,101,2331,
1982,61,3,Arizona,0.3680,0.3600,0.3440,742923,726364,2017098,2112246,0.0380,6069,14949,1527,15071,
1982,42,4,Arkansas,,0.4810,0.4760,,789351,1639482,1656707,0.0050,3922,3384,3061,8675,
1982,71,5,California,0.4990,0.4870,0.4270,8064314,7876698,16161555,18448245,0.1210,34640,0,18913,53553,
1982,62,6,Colorado,0.4730,0.4350,0.4250,1037774,956021,2196263,2248839,0.0210,3042,0,1202,4244,
1982,1,7,Connecticut,0.4940,0.4810,0.4570,1112428,1084156,2253328,2369975,0.0400,5156,33061,1311,22998,
1982,11,8,Delaware,0.4550,0.4440,0.4330,195726,190960,430257,441374,0.0140,2068,4626,621,5002,
1982,55,9,District of Columbia,,0.2500,0.2350,,117623,470719,500492,0.0510,4081,0,0,4081,
1982,43,10,Florida,,0.3550,0.3300,,2688566,7565499,8139171,0.0630,27830,57074,5974,62341,
1982,44,11,Georgia,,0.2960,0.2890,,1169041,3945107,4047788,0.0110,14405,78097,4897,58351,
1982,82,12,Hawaii,0.4850,0.4650,0.4310,325459,311853,671172,724189,0.0710,1461,0,0,1461,
1982,63,13,Idaho,0.5110,0.5020,0.4930,332237,326522,650534,662251,0.0160,1044,0,0,1044,
1982,21,14,Illinois,0.4880,0.4650,0.4430,3856875,3673681,7908220,8284606,0.0440,14293,0,0,14293,
1982,22,15,Indiana,0.4730,0.4680,0.4630,1834225,1817287,3879314,3921907,0.0090,8790,0,0,8790,
1982,31,16,Iowa,0.5080,0.5020,0.4960,1050495,1038229,2068844,2094031,0.0080,2829,10625,1050,9192,
1982,32,17,Kansas,,0.4400,0.4330,,763263,1736298,1761238,0.0120,3078,0,0,3078,
1982,51,18,Kentucky,,0.2680,0.2650,,700322,2615445,2642810,0.0050,4031,14516,3430,14719,
1982,45,19,Louisiana,,,,,,2982702,3029834,0.0120,10930,0,0,10930,
1982,2,20,Maine,,0.5630,0.5550,,460295,817814,828907,0.0130,0,0,0,0,
1982,52,21,Maryland,0.3920,0.3750,0.3590,1190011,1139149,3034834,3174995,0.0300,11617,52603,6024,43943,
1982,3,22,Massachusetts,0.5030,0.4900,0.4690,2103780,2050769,4184146,4375262,0.0440,0,0,0,0,
1982,23,23,Michigan,0.4930,0.4780,0.4680,3135928,3040008,6357552,6498711,0.0190,14913,0,0,14913,
1982,33,24,Minnesota,0.6230,0.6130,0.6030,1834737,1804675,2943169,2993256,0.0110,2081,24320,1479,15720,
1982,46,25,Mississippi,,0.3700,0.3660,,645026,1743267,1762406,0.0040,5484,6304,2914,11550,
1982,34,26,Missouri,,0.4330,0.4270,,1543521,3567803,3615526,0.0070,7445,21637,2556,20820,
1982,64,27,Montana,0.5760,0.5640,0.5590,328082,321062,569629,574592,0.0070,914,0,0,914,
1982,35,28,Nebraska,0.4960,0.4850,0.4780,559422,547902,1128918,1145316,0.0080,1739,9964,309,7030,
1982,65,29,Nevada,0.3910,0.3870,0.3670,242578,240394,621060,655823,0.0440,2753,4733,1065,6185,
1982,4,30,New Hampshire,0.4210,0.4120,0.4050,289057,282588,686264,698424,0.0170,445,0,0,445,
1982,12,31,New Jersey,0.4380,0.4200,0.3940,2286925,2193945,5224732,5563627,0.0540,8191,38186,10514,37798,
1982,66,32,New Mexico,0.4550,0.4430,0.4290,417945,407466,919311,949133,0.0260,1718,3854,1206,4851,
1982,13,33,New York,0.4490,0.4340,0.4000,5437367,5254891,12118685,13150573,0.0750,27945,0,21062,49007,
1982,47,34,North Carolina,,0.3040,0.2980,,1321080,4347870,4427095,0.0080,16569,44274,6910,45616,
1982,36,35,North Dakota,0.5720,0.5500,0.5460,272876,262465,476851,480367,0.0070,322,0,0,322,
1982,24,36,Ohio,0.4620,0.4410,0.4360,3551995,3395463,7692059,7793022,0.0110,17317,0,0,17317,
1982,53,37,Oklahoma,0.3910,0.3840,0.3760,901488,883130,2302670,2346265,0.0120,6500,14749,1858,15733,
1982,72,38,Oregon,0.5610,0.5500,0.5350,1063913,1042009,1895706,1946116,0.0240,3900,0,0,3900,
1982,14,39,Pennsylvania,,0.4210,0.4150,,3683985,8749931,8869173,0.0120,10508,0,0,10508,
1982,5,40,Rhode Island,0.5420,0.5000,0.4740,370928,342779,684977,723060,0.0460,1037,6501,327,4615,
1982,48,41,South Carolina,0.3040,0.2970,0.2920,688300,671625,2260577,2297223,0.0070,9137,16981,3175,20803,
1982,37,42,South Dakota,,0.5690,0.5660,,278562,489474,492367,0.0040,791,0,0,791,
1982,54,43,Tennessee,,0.3750,0.3710,,1259785,3357236,3393233,0.0060,7869,10101,3303,16223,
1982,49,44,Texas,,0.3120,0.2920,,3191091,10228820,10910762,0.0490,36149,177270,26274,151058,
1982,67,45,Utah,0.5580,0.5510,0.5390,537207,530802,962724,984073,0.0220,0,0,0,0,
1982,6,46,Vermont,0.4610,0.4540,0.4460,172084,169251,372982,379067,0.0160,0,0,0,0,
1982,40,47,Virginia,,0.3570,0.3470,,1415622,3960296,4076585,0.0230,10079,14813,6487,23973,
1982,73,48,Washington,0.4680,0.4560,0.4360,1404831,1368476,2999997,3138109,0.0310,6264,60142,3047,39382,
1982,56,49,West Virginia,,0.4040,0.4010,,565314,1399303,1409116,0.0040,1547,2711,610,3513,
1982,25,50,Wisconsin,,0.4690,0.4610,,1580344,3372875,3426394,0.0100,4714,19603,3125,17641,
1982,68,51,Wyoming,0.5000,0.4900,0.4830,172065,168555,344218,349060,0.0090,702,1303,244,1598,
1980,0,0,United States,0.0000,0.5420,0.5260,,86515221,159635102,164445475,0.0350,324410,618471,168331,801977,1803021
1980,41,1,Alabama,,0.4920,0.4870,,1341929,2726249,2753078,0.0040,6543,10985,2547,14583,
1980,81,2,Alaska,0.6020,0.5870,0.5710,162653,158445,270122,277261,0.0200,822,1181,93,1506,
1980,61,3,Arizona,0.4750,0.4620,0.4440,898183,873945,1890167,1968947,0.0340,4372,12584,1093,11757,
1980,42,4,Arkansas,,0.5200,0.5150,,837582,1610104,1624917,0.0050,2911,2400,2855,6966,
1980,71,5,California,0.5620,0.5500,0.4890,8775459,8587063,15610966,17551451,0.1080,24569,0,15253,39822,
1980,62,6,Colorado,0.5910,0.5720,0.5590,1225549,1184415,2071959,2118092,0.0200,2629,0,927,3556,
1980,1,7,Connecticut,0.6470,0.6390,0.6100,1423403,1406285,2201356,2305904,0.0380,4308,22981,1932,17731,
1980,11,8,Delaware,0.5680,0.5600,0.5470,239136,235900,421344,430879,0.0130,1474,3762,619,3974,
1980,55,9,District of Columbia,0.3790,0.3720,0.3530,178434,175237,470956,496230,0.0450,3145,0,0,3145,
1980,43,10,Florida,,0.5200,0.4870,,3686930,7088658,7575002,0.0580,20735,38906,8823,49011,
1980,44,11,Georgia,,0.4210,0.4130,,1596695,3791652,3870251,0.0090,12178,58450,3169,44572,
1980,82,12,Hawaii,0.4920,0.4690,0.4360,318026,303287,646583,695906,0.0690,985,0,0,985,
1980,63,13,Idaho,0.7040,0.6900,0.6790,446045,437431,633624,644004,0.0150,817,0,0,817,
1980,21,14,Illinois,0.6190,0.6040,0.5780,4868890,4749721,7868300,8216218,0.0410,11899,0,0,11899,
1980,22,15,Indiana,0.5920,0.5830,0.5770,2275433,2242033,3846321,3885473,0.0080,6683,0,0,6683,
1980,31,16,Iowa,0.6350,0.6360,0.6290,1314258,1317661,2070935,2093321,0.0070,2481,8815,639,7528,
1980,32,17,Kansas,,0.5750,0.5680,,979795,1704420,1726471,0.0110,2494,0,0,2494,
1980,51,18,Kentucky,,0.5050,0.4990,,1294627,2562572,2592185,0.0050,3588,12400,8120,17908,
1980,45,19,Louisiana,,0.5400,0.5320,,1548591,2868792,2910776,0.0110,8889,0,0,8889,
1980,2,20,Maine,,0.6540,0.6460,,523011,799746,810240,0.0130,0,0,0,0,
1980,52,21,Maryland,0.5250,0.5200,0.5000,1557709,1540496,2964704,3081409,0.0270,7731,41661,6436,34998,
1980,3,22,Massachusetts,0.6240,0.6140,0.5900,2566807,2524298,4110721,4281265,0.0400,0,0,0,0,
1980,23,23,Michigan,0.6240,0.6130,0.6000,3978647,3909725,6374955,6514790,0.0190,15124,0,0,15124,
1980,33,24,Minnesota,0.7210,0.7120,0.7000,2079451,2051980,2882406,2929927,0.0100,2001,27000,1534,17035,
1980,46,25,Mississippi,,0.5240,0.5190,,892620,1704163,1719825,0.0040,3902,4864,2292,8626,
1980,34,26,Missouri,,0.5950,0.5880,,2099824,3529489,3571609,0.0070,5726,17400,2395,16821,
1980,64,27,Montana,0.6710,0.6560,0.6510,371976,363952,554636,559165,0.0070,739,0,0,739,
1980,35,28,Nebraska,0.5840,0.5750,0.5670,651281,640854,1115142,1129653,0.0080,1446,7980,292,5728,
1980,65,29,Nevada,0.5190,0.4330,0.4110,297318,247885,573118,602463,0.0400,1839,4989,1052,5386,
1980,4,30,New Hampshire,0.6090,0.5810,0.5720,402415,383990,660560,671558,0.0160,326,0,0,326,
1980,12,31,New Jersey,0.5850,0.5810,0.5490,2999879,2975684,5123773,5420255,0.0490,5884,29239,8911,29415,
1980,66,32,New Mexico,0.5320,0.5230,0.5090,464848,456971,873515,897946,0.0230,1279,2794,884,3560,
1980,13,33,New York,0.5300,0.5170,0.4800,6359218,6201959,12006100,12932357,0.0680,21815,0,19652,41467,
1980,47,34,North Carolina,,0.4410,0.4340,,1855833,4203817,4272156,0.0070,15513,36467,6496,40243,
1980,36,35,North Dakota,0.6800,0.6520,0.6480,314525,301545,462223,465447,0.0060,253,0,0,253,
1980,24,36,Ohio,0.5730,0.5610,0.5540,4378937,4283603,7637813,7732705,0.0110,13489,0,0,13489,
1980,53,37,Oklahoma,0.5420,0.5320,0.5220,1172303,1149708,2162051,2201257,0.0110,4796,14360,2232,14208,
1980,72,38,Oregon,0.6430,0.6280,0.6140,1209691,1181516,1880863,1925651,0.0220,3177,0,0,3177,
1980,14,39,Pennsylvania,,0.5260,0.5200,,4561501,8664166,8774885,0.0120,8171,0,0,8171,
1980,5,40,Rhode Island,0.6270,0.6160,0.5860,423349,416072,675067,709692,0.0430,813,5501,257,3821,
1980,48,41,South Carolina,0.4240,0.4110,0.4040,922397,894071,2176721,2212354,0.0060,7862,20589,3124,21281,
1980,37,42,South Dakota,,0.6770,0.6730,,327703,484328,486893,0.0040,635,0,0,635,
1980,54,43,Tennessee,,0.4920,0.4880,,1617616,3285608,3318036,0.0050,7022,9130,3097,14684,
1980,49,44,Texas,,0.4740,0.4490,,4541636,9572904,10120613,0.0430,29892,131996,17235,113125,
1980,67,45,Utah,0.6660,0.6600,0.6460,609691,604222,915484,934767,0.0210,0,0,0,0,
1980,6,46,Vermont,0.5930,0.5870,0.5780,215500,213299,363143,369147,0.0160,0,0,0,0,
1980,40,47,Virginia,,0.4870,0.4750,,1866032,3830887,3927383,0.0200,8920,11463,4783,19435,
1980,73,48,Washington,0.6060,0.5960,0.5740,1772904,1742394,2923670,3037193,0.0290,4399,12527,14669,25332,
1980,56,49,West Virginia,0.5350,0.5320,0.5280,742150,737715,1387231,1396595,0.0050,1257,2650,475,3057,
1980,25,50,Wisconsin,,0.6840,0.6740,,2273221,3322053,3371087,0.0100,3980,19088,2639,16163,
1980,68,51,Wyoming,0.5540,0.5410,0.5340,181004,176713,326644,330784,0.0090,534,940,154,1158,
,,,,,,,,,,,,,,,,
